category,url,title,price,rooms,area,address,free_period,time_ago,collection_date
apartments,https://www.avito.ru/volokolamsk/kvartiry/1-k._kvartira_40_m_55_et._1174670666,"1-к. квартира, 40 м², 5/5 эт.",55000,1,40,"Московская обл., Волоколамский г.о., Волоколамск, Ново-Солдатский пер., 7А",Бесплатно на 1 неделю,30 ноября 2018,2025-12-14 15:14:27
apartments,https://www.avito.ru/mariupol/kvartiry/3-k._kvartira_578_m_29_et._7636941219,"3-к. квартира, 57,8 м², 2/9 эт.",49900,3,57.8,"Мариуполь, б-р Шевченко, 240",Бесплатно более 2 месяцев,1 октября 14:07,2025-12-14 15:14:33
apartments,https://www.avito.ru/severodvinsk/kvartiry/2-k._kvartira_48_m_25_et._4439358749,"2-к. квартира, 48 м², 2/5 эт.",25000,2,48,"Архангельская обл., Северодвинск, Морской пр-т, 18",Бесплатно на 1 месяц,7 декабря 2024,2025-12-14 15:14:38
apartments,https://www.avito.ru/syzran/kvartiry/3-k._kvartira_538_m_19_et._7559191940,"3-к. квартира, 53,8 м², 1/9 эт.",35000,3,53.8,"Самарская обл., Сызрань, пр-т Космонавтов, 4",Бесплатно на 1 месяц,28 августа 07:21,2025-12-14 15:14:44
apartments,https://www.avito.ru/kamensk-shahtinskiy/kvartiry/2-k._kvartira_483_m_25_et._7759297828,"2-к. квартира, 48,3 м², 2/5 эт.",30000,2,48.3,"Ростовская обл., Каменск-Шахтинский, Московская ул., 55",Бесплатно на 1 месяц,3 недели назад,2025-12-14 15:14:50
apartments,https://www.avito.ru/teploe/kvartiry/4-k._kvartira_658_m_12_et._4483928587,"4-к. квартира, 658 м², 1/2 эт.",15000,4,658,"Тульская обл., Тёпло-Огарёвский р-н, муниципальное образование Тёплое, рп. Тёплое, пер. Строителей, 3",Бесплатно на 1 месяц,26 октября 2024,2025-12-14 15:14:54
apartments,https://www.avito.ru/saransk/kvartiry/2-k._kvartira_702_m_59_et._7296830973,"2-к. квартира, 70,2 м², 5/9 эт.",45000,2,70.2,"Республика Мордовия, Саранск, ул. Короленко, 1",Бесплатно более 2 месяцев,15 апреля 22:08,2025-12-14 15:14:59
apartments,https://www.avito.ru/tolyatti/kvartiry/3-k._kvartira_64_m_610_et._4438977573,"3-к. квартира, 64 м², 6/10 эт.",25000,3,64,"Самарская обл., Тольятти, Тополиная ул., 6",Бесплатно более 2 месяцев,10 декабря 2024,2025-12-14 15:15:04
apartments,https://www.avito.ru/ulyanovsk/kvartiry/2-k._kvartira_60_m_44_et._7760474668,"2-к. квартира, 60 м², 4/4 эт.",25000,2,60,"Ульяновская обл., Ульяновск, Почтовая ул., 26",Бесплатно более 2 месяцев,12 ноября 19:30,2025-12-14 15:15:09
apartments,https://www.avito.ru/sochi/kvartiry/apartamenty-studiya_346_m_23_et._7676596007,"Апартаменты-студия, 34,6 м², 2/3 эт.",25000,студия,34.6,"Краснодарский край, Сочи, Львовская ул., 70Ак3",Бесплатно на 1 неделю,28 сентября 09:43,2025-12-14 15:15:15
apartments,https://www.avito.ru/orsk/kvartiry/2-k._kvartira_50_m_25_et._7801832195,"2-к. квартира, 50 м², 2/5 эт.",29900,2,50,"Оренбургская обл., Орск, мкр-н Новый город, пр-т Ленина, 10",Бесплатно на 1 неделю,3 недели назад,2025-12-14 15:15:20
apartments,https://www.avito.ru/murmanskaya_oblast_zapolyarnyy/kvartiry/2-k._kvartira_432_m_55_et._7618243417,"2-к. квартира, 43,2 м², 5/5 эт.",33000,2,43.2,"Мурманская обл., Печенгский муниципальный округ, Заполярный, ул. Мира, 6",Бесплатно более 2 месяцев,4 сентября 23:53,2025-12-14 15:15:26
apartments,https://www.avito.ru/volgograd/kvartiry/1-k._kvartira_38_m_13_et._7736669435,"1-к. квартира, 38 м², 1/3 эт.",23990,1,38,"Волгоградская обл., Волгоград, ул. Братьев Толмачёвых, 1К",Бесплатно более 2 месяцев,1 ноября 12:45,2025-12-14 15:15:32
apartments,https://www.avito.ru/kandalaksha/kvartiry/1-k._kvartira_31_m_25_et._2250298448,"1-к. квартира, 31 м², 2/5 эт.",9000,1,31,"Мурманская обл., Кандалакшский р-н, городское поселение Кандалакша, населённый пункт Белое Море, 1",Бесплатно более 2 месяцев,17 сентября 2021,2025-12-14 15:15:36
rooms,https://www.avito.ru/tomsk/komnaty/koyko-mesto_16_m_13_et._7238303217,"Койко-место 16 м², 1/3 эт.",12000,,16,"Томская обл., Томск, ул. Пушкина, 61с1",Бесплатно на 2 недели,21 марта 11:30,2025-12-14 15:15:57
rooms,https://www.avito.ru/volgograd/komnaty/komnata_10_m_v_3-k._12_et._7776007730,"Комната 10 м² в 3-к., 1/2 эт.",7000,3,10,"Волгоградская обл., Волгоград, мкр-н Жилгородок, Яснополянская ул., 26",Бесплатно более 2 месяцев,30 октября 18:45,2025-12-14 15:16:02
rooms,https://www.avito.ru/alupka/komnaty/komnata_25_m_23_et._4038396191,"Комната 25 м², 2/3 эт.",15000,,25,"Республика Крым, г.о. Ялта, Алупка, Южнобережный спуск, 3Г",Бесплатно более 2 месяцев,21 апреля 2024,2025-12-14 15:16:08
rooms,https://www.avito.ru/moskva/komnaty/koyko-mesto_v_2-k._15_et._7840467259,"Койко-место в 2-к., 1/5 эт.",8000,2,,"Москва, Изумрудная ул., 32",Бесплатно на 1 неделю,3 дня назад,2025-12-14 15:16:13
rooms,https://www.avito.ru/monino/komnaty/komnata_10_m_23_et._2525886965,"Комната 10 м², 2/3 эт.",16500,,10,"Московская обл., г.о. Щёлково, рп. Монино, Полевая ул., 3/2",Бесплатно на 1 месяц,2 октября 2022,2025-12-14 15:16:17
rooms,https://www.avito.ru/prokopevsk/komnaty/komnata_15_m_v_1-k._33_et._7603026848,"Комната 15 м² в 1-к., 3/3 эт.",4500,1,15,"Кемеровская обл. — Кузбасс, Прокопьевский г.о., Прокопьевск, Молодёжная ул., 14-1",Бесплатно более 2 месяцев,17 августа 11:10,2025-12-14 15:16:22
rooms,https://www.avito.ru/sankt-peterburg/komnaty/komnata_25_m_v_3-k._19_et._4457447704,"Комната 25 м² в 3-к., 1/9 эт.",25000,3,25,"Санкт-Петербург, ул. Кораблестроителей, 23к2",Бесплатно более 2 месяцев,1 января 08:22,2025-12-14 15:16:27
rooms,https://www.avito.ru/kaliningrad/komnaty/komnata_6_m_v_2-k._13_et._7737484229,"Комната 6 м² в 2-к., 1/3 эт.",8999,2,6,"Калининградская обл., Калининград, ул. Радистов, 33",Бесплатно более 2 месяцев,15 октября 14:48,2025-12-14 15:16:32
rooms,https://www.avito.ru/moskva/komnaty/komnata_v_2-k._37_et._7803733705,"Комната в 2-к., 3/7 эт.",8000,2,,"Москва, Жулебинский б-р, 36к2",Бесплатно более 2 месяцев,Вчера,2025-12-14 15:16:38
rooms,https://www.avito.ru/moskovskaya_oblast_moskovskiy/komnaty/koyko-mesto_20_m_v_1-k._39_et._7833671473,"Койко-место 20 м² в 1-к., 3/9 эт.",15,1,20,"Москва, Новомосковский административный округ, Филимонковский р-н, Золотошвейная ул., 3",Бесплатно на 2 недели,7 часов назад,2025-12-14 15:16:43
rooms,https://www.avito.ru/ulyanovsk/komnaty/komnata_v_2-k._29_et._7762266358,"Комната в 2-к., 2/9 эт.",9000,2,,"Ульяновская обл., Ульяновск, Верхнеполевая ул., 15",Бесплатно более 2 месяцев,1 неделю назад,2025-12-14 15:16:48
rooms,https://www.avito.ru/moskva/komnaty/komnata_v_2-k._99_et._7877272505,"Комната в 2-к., 9/9 эт.",100,2,,"Москва, 16-я Парковая ул., 43к1",Бесплатно на 2 недели,3 дня назад,2025-12-14 15:16:54
rooms,https://www.avito.ru/samara/komnaty/koyko-mesto_17_m_v_1-k._22_et._7665096090,"Койко-место 17 м² в 1-к., 2/2 эт.",6000,1,17,"Самарская обл., Самара, Советская ул., 42",Бесплатно более 2 месяцев,8 октября 06:11,2025-12-14 15:17:00
rooms,https://www.avito.ru/sankt-peterburg/komnaty/komnata_12_m_v_3-k._33_et._7859758483,"Комната 12 м² в 3-к., 3/3 эт.",13000,3,12,"Санкт-Петербург, ул. Лётчика Пилютова, 20к1",Бесплатно на 1 месяц,7 дней назад,2025-12-14 15:17:05
rooms,https://www.avito.ru/moskva/komnaty/komnata_18_m_v_3-k._1025_et._2642341029,"Комната 18 м² в 3-к., 10/25 эт.",32000,3,18,"Москва, Новомосковский административный округ, поселение Внуковское, ул. Авиаконструктора Петлякова, 31",Бесплатно более 2 месяцев,26 октября 2022,2025-12-14 15:17:11
rooms,https://www.avito.ru/chelyabinsk/komnaty/komnata_15_m_v_1-k._19_et._7814314528,"Комната 15 м² в 1-к., 1/9 эт.",15000,1,15,"Челябинская обл., Челябинск, ул. Косарева, 50А/1",Бесплатно более 2 месяцев,3 дня назад,2025-12-14 15:17:17
rooms,https://www.avito.ru/sochi/komnaty/komnata_v_2-k._33_et._7794299824,"Комната в 2-к., 3/3 эт.",100,2,,"Краснодарский край, г.о. Сочи, с. Илларионовка, ул. Батурина, 14А",Бесплатно более 2 месяцев,3 дня назад,2025-12-14 15:17:23
rooms,https://www.avito.ru/gelendzhik/komnaty/komnata_6_m_v_9-k._29_et._7682627223,"Комната 6 м² в > 9-к., 2/9 эт.",5000,9,6,"Краснодарский край, Геленджик, ул. Маршала Жукова, 2к1",Бесплатно на 1 неделю,1 октября 21:58,2025-12-14 15:17:27
rooms,https://www.avito.ru/kaluga/komnaty/komnata_14_m_v_2-k._99_et._7567844672,"Комната 14 м² в 2-к., 9/9 эт.",5000,2,14,"Калужская обл., Калуга, Малоярославецкая ул., 14",Бесплатно более 2 месяцев,5 августа 13:00,2025-12-14 15:17:32
rooms,https://www.avito.ru/udelnaya/komnaty/komnata_15_m_23_et._7515727423,"Комната 15 м², 2/3 эт.",18000,,15,"Московская обл., Раменский муниципальный округ, пгт. Удельная, 2-й Северный пер., 3",Бесплатно на 1 месяц,4 июля 20:39,2025-12-14 15:17:38
rooms,https://www.avito.ru/volgograd/komnaty/komnata_17_m_v_2-k._55_et._7885377566,"Комната 17 м² в 2-к., 5/5 эт.",15000,2,17,"Волгоградская обл., Волгоград, ул. Бажова, 5",Бесплатно более 2 месяцев,2 недели назад,2025-12-14 15:17:42
rooms,https://www.avito.ru/semenov/komnaty/komnata_20_m_v_2-k._22_et._7705351953,"Комната 20 м² в 2-к., 2/2 эт.",5000,2,20,"Нижегородская обл., Семёнов, ул. Островского, 23А",Бесплатно более 2 месяцев,9 октября 10:06,2025-12-14 15:17:47
rooms,https://www.avito.ru/elizovo/komnaty/komnata_23_m_v_2-k._14_et._7756936768,"Комната 23 м² в 2-к., 1/4 эт.",9000,2,23,"Камчатский край, Елизовский муниципальный округ, Елизово, ул. Рябикова, 51",Бесплатно на 2 месяца,1 неделю назад,2025-12-14 15:17:52
rooms,https://www.avito.ru/cherkizovo/komnaty/koyko-mesto_18_m_v_3-k._22_et._7752648694,"Койко-место 18 м² в 3-к., 2/2 эт.",10000,3,18,"Московская обл., г.о. Пушкинский, пос. Челюскинский, Октябрьская ул., 27А",Бесплатно более 2 месяцев,7 дней назад,2025-12-14 15:17:57
rooms,https://www.avito.ru/domodedovo/komnaty/komnata_10_m_v_8-k._23_et._7691351407,"Комната 10 м² в 8-к., 2/3 эт.",12500,8,10,"Московская обл., Домодедово, мкр-н Востряково, Колхозная ул., 20",Бесплатно на 1 неделю,5 октября 18:18,2025-12-14 15:18:01
rooms,https://www.avito.ru/moskva/komnaty/koyko-mesto_52_m_v_2-k._15_et._7243880423,"Койко-место 52 м² в 2-к., 1/5 эт.",8000,2,52,"Москва, Янтарный пр., 29",Бесплатно на 1 неделю,24 марта 03:36,2025-12-14 15:18:06
rooms,https://www.avito.ru/sochi/komnaty/komnata_15_m_v_1-k._22_et._2224175226,"Комната 15 м² в 1-к., 2/2 эт.",17000,1,15,"Краснодарский край, Сочи, жилой район Адлер, ул. Крупской, 38",Бесплатно более 2 месяцев,8 октября 2021,2025-12-14 15:18:10
rooms,https://www.avito.ru/arhangelsk/komnaty/komnata_9_m_v_3-k._13_et._1947677585,"Комната 9 м² в 3-к., 1/3 эт.",12000,3,9,"Архангельская обл., Архангельск, исторический район Соломбала, ул. Беломорской Флотилии, 6к4",Бесплатно на 1 месяц,22 июня 2020,2025-12-14 15:18:15
rooms,https://www.avito.ru/orel/komnaty/komnata_10_m_v_7-k._12_et._7372171480,"Комната 10 м² в 7-к., 1/2 эт.",3000,7,10,"Орловская обл., Орёл, Ракетный пер., 12",Бесплатно более 2 месяцев,16 мая 21:57,2025-12-14 15:18:21
rooms,https://www.avito.ru/moskva/komnaty/koyko-mesto_15_m_v_2-k._1212_et._3894590993,"Койко-место 15 м² в 2-к., 12/12 эт.",15000,2,15,"Москва, Банный пер., 7к2",Бесплатно более 2 месяцев,23 мая 2024,2025-12-14 15:18:26
rooms,https://www.avito.ru/sankt-peterburg/komnaty/komnata_18_m_14_et._7645174153,"Комната 18 м², 1/4 эт.",21900,,18,"Санкт-Петербург, ул. Моисеенко, 15-17Б",Бесплатно более 2 месяцев,26 сентября 18:15,2025-12-14 15:18:32
rooms,https://www.avito.ru/zlatoust/komnaty/komnata_155_m_v_3-k._24_et._3173893036,"Комната 15,5 м² в 3-к., 2/4 эт.",11000,3,15.5,"Челябинская обл., Златоустовский г.о., Златоуст, ул. Тургенева, 6",Бесплатно на 1 месяц,12 июня 2023,2025-12-14 15:19:25
rooms,https://www.avito.ru/moskva/komnaty/koyko-mesto_v_3-k._69_et._7726350343,"Койко-место в 3-к., 6/9 эт.",500,3,,"Москва, ул. Академика Королёва, 28к1",Бесплатно более 2 месяцев,5 ноября 19:22,2025-12-14 15:19:33
rooms,https://www.avito.ru/moskovskaya_oblast_mendeleevo/komnaty/komnata_18_m_v_4-k._23_et._4593235735,"Комната 18 м² в 4-к., 2/3 эт.",10999,4,18,"Московская обл., Дмитровский муниципальный округ, д. Федотово, 81",Бесплатно на 2 недели,17 февраля 21:01,2025-12-14 15:19:39
rooms,https://www.avito.ru/buynaksk/komnaty/komnata_33_m_v_2-k._11_et._7314094012,"Комната 33 м² в 2-к., 1/1 эт.",6000,2,33,"Республика Дагестан, Буйнакск, ул. Хизроева, 32",Бесплатно на 1 неделю,17 апреля 10:24,2025-12-14 15:20:01
rooms,https://www.avito.ru/dedovsk/komnaty/komnata_12_m_v_3-k._11_et._1550625063,"Комната 12 м² в 3-к., 1/1 эт.",10500,3,12,"Московская обл., г.о. Истра, Дедовск, ул. Мира",Бесплатно на 1 месяц,23 августа 2018,2025-12-14 15:20:05
rooms,https://www.avito.ru/kolomna/komnaty/komnata_19_m_v_1-k._11_et._4310648427,"Комната 19 м² в 1-к., 1/1 эт.",10000,1,19,"Московская обл., Коломна, Центральная ул., 2",Бесплатно более 2 месяцев,17 октября 2024,2025-12-14 15:20:09
rooms,https://www.avito.ru/petropavlovsk-kamchatskiy/komnaty/komnata_15_m_v_1-k._14_et._7465668980,"Комната 15 м² в 1-к., 1/4 эт.",25000,1,15,"Камчатский край, Петропавловск-Камчатский, пр-т 50 лет Октября, 15/1",Бесплатно на 2 недели,22 июня 05:08,2025-12-14 15:20:14
rooms,https://www.avito.ru/kemerovo/komnaty/koyko-mesto_277_m_v_1-k._19_et._7663950429,"Койко-место 27,7 м² в 1-к., 1/9 эт.",100,1,27.7,"Кемеровская обл. — Кузбасс, Кемеровский г.о., Кемерово, Космическая ул., 27",Бесплатно на 1 месяц,27 сентября 19:56,2025-12-14 15:20:19
rooms,https://www.avito.ru/ekaterinburg/komnaty/komnata_12_m_v_5-k._15_et._3305529372,"Комната 12 м² в 5-к., 1/5 эт.",12000,5,12,"Свердловская обл., Екатеринбург, жилой район Сортировочный, мкр-н Старая Сортировка, Кишинёвская ул., 37",Бесплатно более 2 месяцев,8 сентября 2023,2025-12-14 15:20:24
rooms,https://www.avito.ru/ulyanovsk/komnaty/komnata_13_m_v_5-k._12_et._7733070195,"Комната 13 м² в 5-к., 1/2 эт.",11500,5,13,"Ульяновская обл., Ульяновск, ул. Шевченко, 87",Бесплатно на 2 месяца,3 ноября 12:13,2025-12-14 15:20:30
rooms,https://www.avito.ru/perm/komnaty/komnata_19_m_v_4-k._49_et._7680486821,"Комната 19 м² в 4-к., 4/9 эт.",15550,4,19,"Пермский край, Пермь, ул. Льва Лаврова, 14",Бесплатно на 1 неделю,23 сентября 06:27,2025-12-14 15:20:35
rooms,https://www.avito.ru/krasnoyarsk/komnaty/komnata_12_m_v_1-k._49_et._2741034927,"Комната 12 м² в 1-к., 4/9 эт.",13000,1,12,"Красноярский край, Красноярск, мкр-н Зелёная Роща, Джамбульская ул., 2Д",Бесплатно на 1 неделю,3 февраля 2023,2025-12-14 15:20:41
rooms,https://www.avito.ru/rostov-na-donu/komnaty/komnata_18_m_v_8-k._22_et._4297490882,"Комната 18 м² в 8-к., 2/2 эт.",1200,8,18,"Ростовская обл., Ростов-на-Дону, Танковый пер., 10",Бесплатно на 1 месяц,23 октября 2024,2025-12-14 15:20:45
rooms,https://www.avito.ru/himki/komnaty/koyko-mesto_18_m_v_1-k._99_et._7632780866,"Койко-место 18 м² в 1-к., 9/9 эт.",10000,1,18,"Московская обл., Химки, ул. Лавочкина, 8",Бесплатно на 1 неделю,12 сентября 16:48,2025-12-14 15:20:51
rooms,https://www.avito.ru/moskva/komnaty/koyko-mesto_15_m_24_et._2894241424,"Койко-место 15 м², 2/4 эт.",8000,,15,"Москва, Новомосковский административный округ, поселение Мосрентген, д. Дудкино, садоводческое некоммерческое товарищество Круиз, 4-я ул., 225",Бесплатно более 2 месяцев,24 марта 2023,2025-12-14 15:20:56
rooms,https://www.avito.ru/petropavlovsk-kamchatskiy/komnaty/komnata_18_m_v_4-k._55_et._4554576809,"Комната 18 м² в 4-к., 5/5 эт.",25000,4,18,"Камчатский край, Петропавловск-Камчатский, ул. Бохняка, 16/1",Бесплатно более 2 месяцев,25 февраля 07:36,2025-12-14 15:21:00
rooms,https://www.avito.ru/severodvinsk/komnaty/komnata_17_m_v_9-k._34_et._7821508424,"Комната 17 м² в 9-к., 3/4 эт.",8000,9,17,"Архангельская обл., Северодвинск, ул. Георгия Седова, 15",Бесплатно более 2 месяцев,25 октября 19:49,2025-12-14 15:21:04
rooms,https://www.avito.ru/sankt-peterburg/komnaty/komnata_15_m_22_et._7572123570,"Комната 15 м², 2/2 эт.",8000,,15,"Санкт-Петербург, пос. Парголово, Выборгское ш., 258Б",Бесплатно на 1 месяц,18 августа 12:14,2025-12-14 15:21:09
rooms,https://www.avito.ru/sankt-peterburg/komnaty/komnata_15_m_22_et._7572123570,"Комната 15 м², 2/2 эт.",8000,,15,"Санкт-Петербург, пос. Парголово, Выборгское ш., 258Б",Бесплатно на 1 месяц,18 августа 12:14,2025-12-14 15:21:29
rooms,https://www.avito.ru/kemerovo/komnaty/komnata_8_m_v_4-k._39_et._7526368179,"Комната 8 м² в 4-к., 3/9 эт.",9000,4,8,"Кемеровская обл., Кемеровский г.о., Кемерово, Октябрьский пр-т, 61",Бесплатно более 2 месяцев,31 июля 17:14,2025-12-14 15:21:34
rooms,https://www.avito.ru/chernyahovsk/komnaty/komnata_10_m_v_2-k._11_et._7449697977,"Комната 10 м² в 2-к., 1/1 эт.",3999,2,10,"Калининградская обл., Черняховский муниципальный округ, Черняховск, Дачная ул., 37к3",Бесплатно более 2 месяцев,11 июня 17:13,2025-12-14 15:21:39
rooms,https://www.avito.ru/rostov-na-donu/komnaty/komnata_18_m_v_8-k._22_et._4297490882,"Комната 18 м² в 8-к., 2/2 эт.",1200,8,18,"Ростовская обл., Ростов-на-Дону, Танковый пер., 10",Бесплатно на 1 месяц,23 октября 2024,2025-12-14 15:21:45
rooms,https://www.avito.ru/perm/komnaty/komnata_19_m_v_4-k._49_et._7680486821,"Комната 19 м² в 4-к., 4/9 эт.",15550,4,19,"Пермский край, Пермь, ул. Льва Лаврова, 14",Бесплатно на 1 неделю,23 сентября 06:27,2025-12-14 15:21:49
rooms,https://www.avito.ru/zubtsov/komnaty/komnata_18_m_v_1-k._22_et._2671226606,"Комната 18 м² в 1-к., 2/2 эт.",15000,1,18,"Тверская обл., Зубцовский муниципальный округ, Зубцов, ул. имени Павлова",Бесплатно на 1 месяц,24 декабря 2022,2025-12-14 15:21:53
rooms,https://www.avito.ru/langepas/komnaty/komnata_105_m_v_3-k._35_et._2291275236,"Комната 10,5 м² в 3-к., 3/5 эт.",10000,3,10.5,"Тюменская обл., Ханты-Мансийский АО, Лангепас, ул. Мира, 15",Бесплатно более 2 месяцев,11 ноября 2021,2025-12-14 15:21:57
rooms,https://www.avito.ru/moskva/komnaty/koyko-mesto_10_m_v_2-k._114_et._2243029538,"Койко-место 10 м² в 2-к., 1/14 эт.",4000,2,10,"Москва, ул. Введенского, 13к4",Бесплатно более 2 месяцев,3 ноября 2021,2025-12-14 15:22:03
rooms,https://www.avito.ru/odintsovo/komnaty/komnata_v_2-k._2222_et._7752285768,"Комната в 2-к., 22/22 эт.",20000,2,,"Московская обл., Одинцовский г.о., Одинцово, ул. Чистяковой, 66",Бесплатно более 2 месяцев,1 неделю назад,2025-12-14 15:22:08
rooms,https://www.avito.ru/moskovskaya_oblast_ivanteevka/komnaty/komnata_18_m_v_3-k._33_et._3458068975,"Комната 18 м² в 3-к., 3/3 эт.",16000,3,18,"Московская обл., г.о. Пушкинский, Ивантеевка, Чистопрудная ул., 19",Бесплатно более 2 месяцев,5 июля 2023,2025-12-14 15:22:13
rooms,https://www.avito.ru/rostov-na-donu/komnaty/komnata_20_m_v_2-k._216_et._4508881020,"Комната 20 м² в 2-к., 2/16 эт.",500,2,20,"Ростовская обл., Ростов-на-Дону, ул. Ерёменко, 101/1",Бесплатно более 2 месяцев,17 декабря 2024,2025-12-14 15:22:18
rooms,https://www.avito.ru/volodarskogo/komnaty/komnata_v_1-k._22_et._7771833166,"Комната в 1-к., 2/2 эт.",100,1,,"Московская обл., Ленинский г.о., пос. Володарского, Центральная ул., 24",Бесплатно более 2 месяцев,2 недели назад,2025-12-14 15:22:23
rooms,https://www.avito.ru/malahovka/komnaty/komnata_15_m_13_et._7624438744,"Комната 15 м², 1/3 эт.",7500,,15,"Московская обл., г.о. Люберцы, пгт. Малаховка, Быковское ш., 37/5",Бесплатно на 2 месяца,6 октября 12:27,2025-12-14 15:22:27
rooms,https://www.avito.ru/sverdlovskaya_oblast_berezovskiy/komnaty/komnata_12_m_v_4-k._33_et._4499298345,"Комната 12 м² в 4-к., 3/3 эт.",14000,4,12,"Свердловская обл., Берёзовский г.о., Берёзовский, мкр-н Шиловский, ул. Виктора Чечвия, 4",Бесплатно на 2 месяца,16 октября 2024,2025-12-14 15:22:32
rooms,https://www.avito.ru/mytischi/komnaty/komnata_15_m_v_3-k._29_et._7375707672,"Комната 15 м² в 3-к., 2/9 эт.",18000,3,15,"Московская обл., Мытищи, Юбилейная ул., 35к2",Бесплатно более 2 месяцев,11 мая 18:32,2025-12-14 15:22:37
rooms,https://www.avito.ru/sochi/komnaty/komnata_18_m_22_et._3492172232,"Комната 18 м², 2/2 эт.",18000,,18,"Краснодарский край, Сочи, жилой район Адлер, ул. Чкалова, 10/4",Бесплатно на 1 неделю,5 октября 2023,2025-12-14 15:22:42
rooms,https://www.avito.ru/lobnya/komnaty/komnata_20_m_v_3-k._23_et._7710597003,"Комната 20 м² в 3-к., 2/3 эт.",22000,3,20,"Московская обл., Лобня, Ольховая ул., 4Б",Бесплатно более 2 месяцев,30 октября 17:07,2025-12-14 15:22:47
rooms,https://www.avito.ru/kislovodsk/komnaty/komnata_50_m_v_2-k._12_et._7833762894,"Комната 50 м² в 2-к., 1/2 эт.",40000,2,50,"Ставропольский край, Кисловодск, Донская ул., 70",Бесплатно более 2 месяцев,7 дней назад,2025-12-14 15:22:51
rooms,https://www.avito.ru/sankt-peterburg/komnaty/koyko-mesto_15_m_19_et._7678617380,"Койко-место 15 м², 1/9 эт.",18000,,15,"Санкт-Петербург, Большая Пушкарская ул., 46",Бесплатно на 2 недели,27 октября 00:26,2025-12-14 15:22:55
rooms,https://www.avito.ru/sochi/komnaty/komnata_7_m_12_et._1846655594,"Комната 7 м², 1/2 эт.",12000,,7,"Краснодарский край, Сочи, мкр-н Культурное Уч-Дере",Бесплатно более 2 месяцев,5 ноября 2019,2025-12-14 15:23:00
rooms,https://www.avito.ru/moskva/komnaty/koyko-mesto_18_m_v_2-k._412_et._3624604311,"Койко-место 18 м² в 2-к., 4/12 эт.",15000,2,18,"Москва, Привольная ул., 73к1",Бесплатно более 2 месяцев,27 февраля 2024,2025-12-14 15:23:05
rooms,https://www.avito.ru/sochi/komnaty/komnata_14_m_12_et._2141621562,"Комната 14 м², 1/2 эт.",15000,,14,"Краснодарский край, г.о. Сочи, с. Высокое, Мурманская ул., 4",Бесплатно более 2 месяцев,21 апреля 2021,2025-12-14 15:23:09
rooms,https://www.avito.ru/moskva/komnaty/koyko-mesto_24_m_v_4-k._19_et._7403475872,"Койко-место 24 м² в 4-к., 1/9 эт.",16991,4,24,"Москва, Волгоградский пр-т, 78",Бесплатно более 2 месяцев,1 июня 19:08,2025-12-14 15:23:15
rooms,https://www.avito.ru/moskva/komnaty/komnata_24_m_v_2-k._817_et._7485018323,"Комната 24 м² в 2-к., 8/17 эт.",36000,2,24,"Москва, Новомосковский административный округ, поселение Внуковское, ул. Корнея Чуковского, 1",Бесплатно более 2 месяцев,20 июля 13:53,2025-12-14 15:23:21
rooms,https://www.avito.ru/moskva/komnaty/komnata_20_m_v_5-k._1415_et._7581634319,"Комната 20 м² в 5-к., 14/15 эт.",10000,5,20,"Москва, Истринская ул., 8к3",Бесплатно более 2 месяцев,29 августа 16:52,2025-12-14 15:23:27
rooms,https://www.avito.ru/yaroslavl/komnaty/komnata_16_m_v_2-k._25_et._7740983139,"Комната 16 м² в 2-к., 2/5 эт.",13500,2,16,"Ярославская обл., Ярославль, ул. Ньютона, 28Б",Бесплатно более 2 месяцев,3 недели назад,2025-12-14 15:23:31
rooms,https://www.avito.ru/boksitogorsk/komnaty/komnata_15_m_v_3-k._24_et._7728871906,"Комната 15 м² в 3-к., 2/4 эт.",10000,3,15,"Ленинградская обл., Бокситогорский р-н, Бокситогорское городское поселение, Бокситогорск, Заводская ул., 7",Бесплатно более 2 месяцев,21 октября 15:53,2025-12-14 15:23:36
